7.675975036621093750e+01,9.402427673339843750e+01,8.869104766845703125e+01,8.522915649414062500e+01,9.176717376708984375e+01
1.723554992675781250e+01,2.172027397155761719e+01,1.966872787475585938e+01,1.801941871643066406e+01,2.179734230041503906e+01
2.461960315704345703e+00,2.672744989395141602e+00,3.173252820968627930e+00,3.486617326736450195e+00,3.541347265243530273e+00
1.716675043106079102e+00,1.532424807548522949e+00,1.602524638175964355e+00,1.670012354850769043e+00,1.585787177085876465e+00
4.088629245758056641e+00,4.207868576049804688e+00,3.944035768508911133e+00,4.066859722137451172e+00,3.972118139266967773e+00
2.465448856353759766e+00,2.373936176300048828e+00,2.749047994613647461e+00,2.346238851547241211e+00,2.781099081039428711e+00
6.123183369636535645e-01,7.696960568428039551e-01,6.533619165420532227e-01,6.159750223159790039e-01,6.951806545257568359e-01
4.655818045139312744e-01,4.710857868194580078e-01,4.844070374965667725e-01,4.793319106101989746e-01,4.365723729133605957e-01
5.373281836509704590e-01,5.647887587547302246e-01,5.789571404457092285e-01,5.543618202209472656e-01,5.643225908279418945e-01
1.871351450681686401e-01,2.052721232175827026e-01,2.390651106834411621e-01,2.096874862909317017e-01,2.054013907909393311e-01
