5.950006103515625000e+01,4.758930587768554688e+01,5.304737854003906250e+01,4.796706390380859375e+01,4.608964538574218750e+01
1.074357032775878906e+01,1.234926223754882812e+01,1.258106327056884766e+01,1.495113277435302734e+01,1.202651023864746094e+01
1.834190130233764648e+00,1.952659249305725098e+00,1.952052831649780273e+00,1.883149623870849609e+00,1.819546222686767578e+00
1.013977408409118652e+00,9.227860569953918457e-01,1.051591157913208008e+00,1.093771100044250488e+00,1.059524655342102051e+00
2.552945852279663086e+00,2.413432598114013672e+00,2.414250850677490234e+00,2.408147573471069336e+00,2.389949560165405273e+00
1.618097901344299316e+00,1.518109917640686035e+00,1.601968884468078613e+00,1.404644846916198730e+00,1.450963735580444336e+00
4.008821249008178711e-01,3.822692334651947021e-01,4.262869954109191895e-01,4.101765453815460205e-01,3.909058868885040283e-01
2.953108251094818115e-01,2.777725756168365479e-01,3.000898659229278564e-01,3.021343052387237549e-01,3.019755482673645020e-01
3.342650234699249268e-01,3.402952849864959717e-01,3.634766340255737305e-01,3.580079674720764160e-01,3.876987099647521973e-01
1.255356073379516602e-01,1.377541422843933105e-01,1.282329112291336060e-01,1.316140592098236084e-01,1.377887874841690063e-01
