4.366402435302734375e+01,6.268620681762695312e+01,5.278111648559570312e+01,4.666648483276367188e+01,4.495491027832031250e+01
1.205546474456787109e+01,1.151357650756835938e+01,1.230358695983886719e+01,1.088368129730224609e+01,1.271594238281250000e+01
1.673223614692687988e+00,1.934347629547119141e+00,1.947193503379821777e+00,1.704166531562805176e+00,2.113566875457763672e+00
1.018205046653747559e+00,9.451995491981506348e-01,9.706012606620788574e-01,1.010505199432373047e+00,1.021903991699218750e+00
2.369289398193359375e+00,2.424823522567749023e+00,2.365638732910156250e+00,2.423957347869873047e+00,2.355672359466552734e+00
1.508028388023376465e+00,1.700149297714233398e+00,1.459648370742797852e+00,1.516880393028259277e+00,1.532714724540710449e+00
3.705087006092071533e-01,4.118058979511260986e-01,3.669649362564086914e-01,4.228031337261199951e-01,4.163237810134887695e-01
2.764428555965423584e-01,2.860584259033203125e-01,2.841419577598571777e-01,3.045773804187774658e-01,2.878324985504150391e-01
3.592343330383300781e-01,3.448620438575744629e-01,3.527822792530059814e-01,3.860631585121154785e-01,3.542004227638244629e-01
1.298232972621917725e-01,1.203115060925483704e-01,1.375063657760620117e-01,1.294349730014801025e-01,1.289031356573104858e-01
